Classificação (FioCruz),Sentença,Resposta
Prevenção/Grupo de maior risco,Tenho alguém de grupo de risco em casa. Como posso protegê-la de Covid-19?,"Higienize bem as mãos com água e sabão ou álcool a 70%, líquido ou gel. O uso de máscaras também é importante, tanto para você quanto para a outra pessoa. Se você tiver algum sintoma da doença, o ideal é que não frequentem no mesmo ambiente. Se estiver tossindo ou espirrando, faça sempre o uso de lenços de papel (que devem ser logo descartados na lata de lixo) ou utilize o braço/antebraço. É importante não compartilhar talheres, pratos, copos e outros objetos. O ideal, se possível, é que o banheiro também seja exclusivo."
Sintomas e progressão/Gestação e amamentação,Existe alguma orientação específica para gestantes que comecem a apresentar sintomas de Covid-19?,"É importante a gestante procurar alguma unidade de saúde imediatamente, para que ela possa ser avaliada, receba orientações e seja também monitorada nos 14 dias seguintes. Como se trata de uma doença nova, não se sabe com certeza dos impactos para as gestantes. "
Transmissão / Infecção/Prevenção,É arriscado que as crianças saiam de casa somente para visitar os avós?,"Sim. Se no trajeto as crianças tiverem contato com uma pessoa doente ou alguma superfície contaminada, elas podem contrair o vírus e infectar os avós, que são do grupo de risco. Por isso a recomendação é manter distância, evitar contato físico, permanecer em casa, sair somente se necessário e higienizar as mãos com frequência."
O que causa a doença?/Prevenção,Existe algum canal direto com o Ministério da Saúde para tirar dúvidas sobre o novo coronavírus?,"Sim. Para manter a população e profissionais de saúde informados a respeito do novo coronavírus, o Ministério da Saúde lançou um canal exclusivo e gratuito no WhatsApp. Por meio da ferramenta, é possível receber orientações sobre a doença, sobre o tratamento e até protocolo de atendimento para profissionais dos postos de saúde.Um bot (robô de atendimento automático) recebe perguntas e fornece orientações sobre o coronavírus. A programação do robô inclui recomendações sobre como agir frente a casos suspeitos, formas de contaminação, prevenção, ações do Ministério e desmistificação de boatos sobre o vírus."
Atuação da Fiocruz/Tratamento,Que tipos de casos de Covid-19 serão atendidos no hospital que a Fiocruz vai construir?,"O Centro Hospitalar será dedicado a casos graves de Covid-19, de forma que 100 dos 200 leitos serão disponibilizados para pessoas com necessidade de cuidados intensivos, inclusive com ventilação mecânica por meio de respiradores."
Prevenção/Grupos de maior risco,Como fazer a prevenção entre idosos que precisam de cuidados?,"Eles devem ficar em casa e os cuidadores precisam evitar o contato direto, como beijos e abraços. É importante, também neste caso, que os cuidados de higiene sejam seguidos à risca."
Prevenção/Grupos de maior risco,"Que medidas devem ser seguidas por passageiros e motoristas e transporte coletivo, como ônibus, mototáxis e vans?","Evitar lotação é mais seguro para todos os envolvidos. Caso não seja possível, deve-se evitar horários de pico, quando esses transportes estão mais cheios. É preciso usar máscara, evitar tocar boca e nariz, além de fazer a higienização das mãos assim que descer do veículo. No caso específico de mototáxi, não pode compartilhar capacete, já que isso aumenta o risco de infecção. "
Transmissão / Infecção  ,Qual é a recomendação para quem suspeite que pode estar com o coronavírus?,"Em 80% dos casos, os sintomas de coronavírus são leves, semelhantes a uma gripe. Nestes casos, o essencial, segundo a Organização Mundial da Saúde, é evitar sair de casa. O Ministério da Saúde recomenda ficar em repouso e tomar bastante água. Se precisar sair, deve-se usar máscaras cirúrgicas (se possível) ou caseiras, conforme a orientação do MS. Evitar circular em lugares fechados, com muitas pessoas e com pouca ventilação. Além disso, é preciso entender que ir ao trabalho ou à escola com sintomas de gripe implica expor potencialmente outras pessoas à doença. Além disso, ao espirrar, deve-se colocar o antebraço ou um lenço na frente do nariz e boca; utilize lenço descartável para higiene nasal; não compartilhe talheres, copos, toalhas e demais objetos pessoais; e mantenha uma distância mínima de um metro de qualquer pessoa, sendo ideal dois metros."
O que causa a doença?/O que é?,Qual a origem desse novo coronavírus?,"Do ponto de vista genético, o novo coronavírus faz parte de uma família de vírus conhecida, que inclui outros vírus capazes de provocar doenças no ser humano e nos animais. No caso do SARS-CoV-2, o coronavírus responsável pela pandemia atual de Covid-19, já foi possível realizar seu sequenciamento genético em diversos países, inclusive pelo Brasil. O conhecimento do código genético permite identificar as proteínas que o compõem, o que pode orientar diversas pesquisas e indicar a origem dos novos vírus. Do ponto de vista da origem da transmissão, pesquisadores chineses identificaram que o novo vírus é originário de morcegos, assim como a maioria dos outros coronavírus. É sabido atualmente que houve o fenômeno de “transbordamento zoonótico”, comum à maioria dos vírus, que fez com que um coronavírus que acomete morcegos sofresse uma mutação e passasse a infectar humanos. As pesquisas nos permitem concluir que essa mutação foi um processo natural e não induzido pelo homem."
Prevenção/Transmissão / Infecção,"Quais as diferenças entre isolamento vertical, horizontal e lockdown?","Vertical: Apenas pessoas do grupo de risco ficam em casa. No caso da Covid-19, é formado por idosos e indivíduos com doenças como diabetes, hipertensão, problemas cardíacos e obesidade, além de problemas que atingem os sistemas respiratório, imunológico ou neurológico. Jovens e saudáveis poderiam, portanto, circular normalmente. A Organização Mundial de Saúde, porém, é contra esta forma de isolamento, uma vez que jovens são importantes vetores da doença e o número de contaminados poderia aumentar rapidamente. Horizontal: Todos devem permanecer em casa. A medida restringe ao máximo o contato entre as pessoas, evitando uma grande propagação da doença. Apesar de causar impactos graves na economia, é essencial para evitar um aumento desenfreado da doença e o colapso no sistema de saúde, o que também causaria danos à economia. Lockdown:  O trânsito de pessoas nas ruas é completamente restrito, exceto trabalhadores de áreas essenciais, como Saúde, Segurança, farmácias e supermercados. É adotado para conter de forma mais rápida e eficaz a disseminação do vírus."
Outros,Como o vírus é destruído e a pessoa é efetivamente curada?,"Como ainda não há tratamento específico para a doença, a eliminação do novo coronavírus depende da capacidade de resposta do sistema imunológico de cada pessoa."
Boatos/ Transmissão,Existe a possibilidade das máscaras vindas da China estarem contaminadas?,"É falsa a notícia que circulou sobre máscaras importadas da China que estariam contaminadas com o novo coronavírus. Especialistas brasileiros afirmam não existir possibilidade de que o vírus resista nas máscaras durante o processo de fabricação, embalagem e o tempo entre o despacho do material na China e a chegada ao Brasil. Mas você pode fazer a sua máscara. "
Boatos/O que é?,O coronavírus foi criado em laboratório e é semelhante ao vírus HIV?,"Essa informação é falsa. Não há nenhum registro científico que indique essa semelhança e muito menos que o vírus foi criado em laboratório. Um estudo publicado na renomada revista Lancet fez uma descrição de 10 sequências genéticas do novo coronavírus que demonstrou uma similaridade com o vírus SARs (COV), tendo o morcego como hospedeiro original e como hospedeiro intermediário animais do mercado de Wuhan."
Prevenção,Qual a orientação para os profissionais da Saúde quando retornam a seus domicílios?,"Não apenas os profissionais de Saúde, mas qualquer pessoa deve adotar cuidados essenciais ao voltar para casa, como medida para evitar a disseminação do novo coronavírus."
Diagnóstico/ Tratamento,"Qual o risco para as crianças? Em caso de infecção, o procedimento é diferenciado?","Com base nas evidências disponíveis, as crianças não correm maior risco de adoecimento por Covid-19 em relação aos adultos. Em geral, as crianças apresentam sintomas mais leves da doença. Entretanto, mesmo elas podem ter agravamento do quadro."
Gestação e amamentação,O novo coronavírus representa especial risco para mãe e/ou bebê durante a gravidez?,"Sim. O novo coronavírus representa risco para mãe durante a gravidez, em especial no terceiro trimestre e no pós-parto, com maior risco de parto prematuro."
Gestação e amamentação,Existe transmissão do novo coronavírus por meio do leite materno?,"Estudos ainda não confirmam se há ou não transmissão do novo coronavírus por meio do leite materno. Para as mães com suspeita ou diagnóstico confirmado de Covid-19, o aleitamento materno pode ser mantido, desde que sejam observadas as medidas de prevenção recomendadas, como lavar as mãos e os antebraços antes de tocar no bebê na hora da mamada e usar máscara facial durante a amamentação. Se for fazer a extração do leite, é importante higienizar adequadamente a bomba e os recipientes. Os benefícios da amamentação superam quaisquer riscos potenciais de transmissão do vírus."
