,perguntas,respostas,,,
81,qual a origem desse novo coronavirus?,"Do ponto de vista genético, o novo coronavírus faz parte de uma família de vírus conhecida, que inclui outros vírus capazes de provocar doenças no ser humano e nos animais. No caso do SARS-CoV-2, o coronavírus responsável pela pandemia atual de Covid-19, já foi possível realizar seu sequenciamento genético em diversos países, inclusive pelo Brasil. O conhecimento do código genético permite identificar as proteínas que o compõem, o que pode orientar diversas pesquisas e indicar a origem dos novos vírus. Do ponto de vista da origem da transmissão, pesquisadores chineses identificaram que o novo vírus é originário de morcegos, assim como a maioria dos outros coronavírus. É sabido atualmente que houve o fenômeno de “transbordamento zoonótico”, comum à maioria dos vírus, que fez com que um coronavírus que acomete morcegos sofresse uma mutação e passasse a infectar humanos. As pesquisas nos permitem concluir que essa mutação foi um processo natural e não induzido pelo homem.",,,
82,"quais as diferencas entre isolamento vertical, horizontal e lockdown?","Vertical: Apenas pessoas do grupo de risco ficam em casa. No caso da Covid-19, é formado por idosos e indivíduos com doenças como diabetes, hipertensão, problemas cardíacos e obesidade, além de problemas que atingem os sistemas respiratório, imunológico ou neurológico. Jovens e saudáveis poderiam, portanto, circular normalmente. A Organização Mundial de Saúde, porém, é contra esta forma de isolamento, uma vez que jovens são importantes vetores da doença e o número de contaminados poderia aumentar rapidamente. Horizontal: Todos devem permanecer em casa. A medida restringe ao máximo o contato entre as pessoas, evitando uma grande propagação da doença. Apesar de causar impactos graves na economia, é essencial para evitar um aumento desenfreado da doença e o colapso no sistema de saúde, o que também causaria danos à economia. Lockdown:  O trânsito de pessoas nas ruas é completamente restrito, exceto trabalhadores de áreas essenciais, como Saúde, Segurança, farmácias e supermercados. É adotado para conter de forma mais rápida e eficaz a disseminação do vírus.",,,
83,como o virus e destruido e a pessoa e efetivamente curada?,"Como ainda não há tratamento específico para a doença, a eliminação do novo coronavírus depende da capacidade de resposta do sistema imunológico de cada pessoa.",,,
84,existe a possibilidade das mascaras vindas da china estarem contaminadas?,"É falsa a notícia que circulou sobre máscaras importadas da China que estariam contaminadas com o novo coronavírus. Especialistas brasileiros afirmam não existir possibilidade de que o vírus resista nas máscaras durante o processo de fabricação, embalagem e o tempo entre o despacho do material na China e a chegada ao Brasil. Mas você pode fazer a sua máscara. ",,,
85,o coronavirus foi criado em laboratorio e e semelhante ao virus hiv?,"Essa informação é falsa. Não há nenhum registro científico que indique essa semelhança e muito menos que o vírus foi criado em laboratório. Um estudo publicado na renomada revista Lancet fez uma descrição de 10 sequências genéticas do novo coronavírus que demonstrou uma similaridade com o vírus SARs (COV), tendo o morcego como hospedeiro original e como hospedeiro intermediário animais do mercado de Wuhan.",,,
86,qual a orientacao para os profissionais da saude quando retornam a seus domicilios?,"Não apenas os profissionais de Saúde, mas qualquer pessoa deve adotar cuidados essenciais ao voltar para casa, como medida para evitar a disseminação do novo coronavírus.",,,
87,"qual o risco para as criancas? em caso de infeccao, o procedimento e diferenciado?","Com base nas evidências disponíveis, as crianças não correm maior risco de adoecimento por Covid-19 em relação aos adultos. Em geral, as crianças apresentam sintomas mais leves da doença. Entretanto, mesmo elas podem ter agravamento do quadro.",,,
88,o novo coronavirus representa especial risco para mae e/ou bebe durante a gravidez?,"Sim. O novo coronavírus representa risco para mãe durante a gravidez, em especial no terceiro trimestre e no pós-parto, com maior risco de parto prematuro.",,,
89,existe transmissao do novo coronavirus por meio do leite materno?,"Estudos ainda não confirmam se há ou não transmissão do novo coronavírus por meio do leite materno. Para as mães com suspeita ou diagnóstico confirmado de Covid-19, o aleitamento materno pode ser mantido, desde que sejam observadas as medidas de prevenção recomendadas, como lavar as mãos e os antebraços antes de tocar no bebê na hora da mamada e usar máscara facial durante a amamentação. Se for fazer a extração do leite, é importante higienizar adequadamente a bomba e os recipientes. Os benefícios da amamentação superam quaisquer riscos potenciais de transmissão do vírus.",,,
90,quais as recomendacoes para quem precisar viajar neste momento?,"Em virtude da pandemia pelo novo coronavírus, as viagens nacionais e internacionais estão restritas ou suspensas. Diversos estados e países estão adotando como medida de prevenção a quarentena, com restrição da entrada de viajantes vindos de locais com circulação ativa do SARS-CoV-2. A orientação é que se fique em casa.",,,
91,mascaras caseiras feitas com perfex funcionam?,"O perfex é poroso e não protege. Máscaras devem ser usadas, como recomenda a Organização Mundial de Saúde, mas mesmo as mais indicadas não impedem o contágio. A pessoa deve evitar ajeitá-las com as mãos sujas, uma vez que isso pode levar o vírus às mucosas.",,,
92,tomar vitamina c e propolis ajuda a prevenir contra o virus?,"Não há nenhuma evidência de que a utilização de vitamina C, própolis ou outra substância protejam contra o novo coronavírus. Portanto uma alimentação saudável é muito mais recomendável. (Pergunta e resposta elaboradas a partir do Fale Conosco do portal Fiocruz)",,,
93,animais domesticos podem contrair ou transmitir o novo coronavirus?,"Embora não existam estudos aprofundados sobre o tema até o momento, o risco de animais domésticos contraírem ou transmitirem o novo coronavírus é praticamente inexistente. Em todo o mundo há menos de 25 relatos de cães e gatos que contraíram o Sars-CoV-2 e nenhum relato oficial de animais que tenham transmitido para seus donos ou tutores. Além disso não há relatos de casos positivos de Covid-19 em animais no Brasil. (Pergunta e resposta elaboradas a partir do Fale Conosco do portal Fiocruz)",,,
94,o que sao os coronavirus?,"Os coronavírus pertencem à família Coronaviridae que integra vírus que podem causar infeção no Homem, noutros mamíferos (por exemplo nos morcegos, camelos, civetas) e nas aves. Até à data, conhecemos oito coronavírus que infetam e podem causar doença no Homem. Normalmente, estas infeções afetam o sistema respiratório, podendo ser semelhantes às constipações comuns ou evoluir para uma doença mais grave, como a pneumonia. Dos coronavírus que infetam o Homem o SARS-CoV, o MERS-CoV e o SARS-CoV-2 saltaram a barreira das espécies, ou seja, estes vírus foram transmitidos ao Homem a partir de um animal reservatório ou hospedeiro desses vírus. O SARS-CoV originou uma epidemia em 2002-2003 e o MERS-CoV emergiu em 2012 e foi causando casos esporádicos de infeção humana ou pequenos clusters de casos de doença respiratória. O novo coronavírus, o SARS-CoV-2, que origina a doença designada COVID-19, foi identificado pela primeira vez em dezembro de 2019, na China.",,,
95,covid-19 e o mesmo que o sars-cov-2?,"SARS-CoV-2 é o nome do novo vírus e significa Severe Acute Respiratory Syndrome (Síndrome Respiratória Aguda Grave) – Coronavírus – 2.COVID-19 (Coronavirus Disease) é o nome da doença e significa Doença por Coronavírus, fazendo referência ao ano em que foi descoberta, em 2019.Existe outro coronavírus que causa uma Síndrome Respiratória Aguda Grave, que foi identificado em 2002, este é chamado SARS-CoV por isso o Novo Coronavírus é designado por SARS-CoV-2.",,,
96,qual e a origem do novo coronavirus?,"Supõe-se que o SARS-CoV-2 tenha sido introduzido na espécie humana por transmissão zoonótica, ou seja, a partir de uma espécie animal. Vírus muito semelhantes foram identificados em morcegos e em pangolins, mas não é ainda claro o envolvimento destes animais na emergência do SARS-CoV-2 na espécie humana. As investigações continuam no sentido de esclarecer este processo para que melhor nos possamos defender de novas introduções.",,,
97,e obrigatoria a reducao da lotacao maxima dos estabelecimentos de restauracao e bebidas exemplificada no anexo da orientacao no 023/2020?,"As figuras servem somente como sugestões para disposição das mesas e clientes. Esta sugestão deve ser adaptada às especificidades dos locais de restauração e bebidas e às características dos utilizadores (por exemplo, se coabitantes ou não).Orientação disponíveis em: https://covid19.min-saude.pt/orientacoes/",,,
98,qual e a lotacao maxima dos estabelecimentos de restauracao e bebida? deve estar afixada na entrada?,A lotação máxima permitida e a afixação na entrada nos diferentes estabelecimentos são definidas pelo Governo através de diplomas próprios e devem seguir a legislação em vigor.,,,
99,os corredores de passagem devem ter 4 metros para os clientes circularem (2 metros para cada lada do cliente em deslocacao)?,"Os corredores de passagem devem garantir o distanciamento recomendado pela Direção-Geral da Saúde entre clientes que se encontrem sentados. Visto o tempo de exposição entre um cliente que circula e um cliente sentado ser limitado, a distância nestes corredores não tem de ser de 4 metros. Não obstante o anteriormente descrito, devem ser evitadas filas nos corredores de passagem (por exemplo, para o pagamento ou para o acesso às instalações sanitárias) uma vez que há o aumento do tempo de exposição entre clientes que circulam e que estão sentados. Nos corredores onde se prevê filas, deve ser assegurada uma distância de 2 metros entre todas as pessoas.",,,
